,Location_id,POI_id,POI_Type,Org_id,User_id,TimeStamp,Latitude,Longitude,Category_2,yelp_ID,name,Time,date
3416,185,185,Independent,4c7559e33adda1434e1407af,1834,Sun Jun 03 16:40:16 +0000 2012,35.203193,-80.840987,Hospital,MJv-Pt5DfLGQBRK9KbC-hA,Levine Children's Hospital,16:40:16,2012603
4934,290,290,Independent,4b2d343cf964a520efd024e3,1834,Sun Jun 03 22:28:40 +0000 2012,35.206757,-80.835567,Indian Restaurant,kG0N5urz2lkPEBDPjqFR3w,Maharani Indian Cuisine,22:28:40,2012603
3417,185,185,Independent,4c7559e33adda1434e1407af,1834,Wed Jun 06 17:39:33 +0000 2012,35.203193,-80.840987,Hospital,MJv-Pt5DfLGQBRK9KbC-hA,Levine Children's Hospital,17:39:33,2012606
4542,266,266,Independent,4b100745f964a520b36723e3,1834,Sun Feb 03 21:24:30 +0000 2013,35.293192,-80.764081,Furniture / Home Store,c9SKd0bIR6nNzXOVCbOi_A,IKEA,21:24:30,2013203
4932,289,289,Independent,4babde87f964a520a4d03ae3,1834,Wed Feb 06 19:02:36 +0000 2013,35.136641999999995,-80.903803,Fast Food Restaurant,Xsfu3y0Wz-u7TRXQDTP0tQ,Jack in the Box,19:02:36,2013206
5069,298,3403,Combined,4b17a2fbf964a520bdc623e3,1834,Tue Feb 12 17:40:31 +0000 2013,35.143935,-80.929811,Burger Joint,DlPdPKci3UTKsFILr6nuCg,McDonald's,17:40:31,2013212
4449,249,3403,Combined,4b38fb0ef964a520885325e3,1834,Mon Feb 18 16:40:15 +0000 2013,35.143915,-80.929456,Fast Food Restaurant,jF4TNrr03o1y6PNwC-TwFg,Chick-fil-A,16:40:15,2013218
4450,249,3403,Combined,4b38fb0ef964a520885325e3,1834,Mon Feb 25 17:15:22 +0000 2013,35.143915,-80.929456,Fast Food Restaurant,jF4TNrr03o1y6PNwC-TwFg,Chick-fil-A,17:15:22,2013225
4924,289,289,Independent,4babde87f964a520a4d03ae3,1834,Tue Mar 05 17:27:55 +0000 2013,35.136641999999995,-80.903803,Fast Food Restaurant,Xsfu3y0Wz-u7TRXQDTP0tQ,Jack in the Box,17:27:55,2013305
4927,289,289,Independent,4babde87f964a520a4d03ae3,1834,Fri Mar 15 16:02:06 +0000 2013,35.136641999999995,-80.903803,Fast Food Restaurant,Xsfu3y0Wz-u7TRXQDTP0tQ,Jack in the Box,16:02:06,2013315
4938,291,291,Independent,4ed28ab1775bbb5f3570d1ae,1834,Fri Mar 22 21:56:10 +0000 2013,35.261668,-80.87974399999997,Other Great Outdoors,BAnkejp9fakD_S8AQBGG5Q,Rodeway Inn,21:56:10,2013322
4975,294,294,Independent,4b871426f964a5204daf31e3,1834,Fri Mar 22 22:24:16 +0000 2013,35.136558,-80.715603,American Restaurant,N2bgjl3Z3O-sztvnn3EaDw,Boston Market,22:24:16,2013322
4930,289,289,Independent,4babde87f964a520a4d03ae3,1834,Wed Apr 03 16:21:23 +0000 2013,35.136641999999995,-80.903803,Fast Food Restaurant,Xsfu3y0Wz-u7TRXQDTP0tQ,Jack in the Box,16:21:23,2013403
5086,300,300,Independent,4b38f71bf964a5202f5325e3,1834,Fri Apr 05 16:38:10 +0000 2013,35.146822,-80.924767,American Restaurant,Zf3chjATlbCZoCPEg6PfFQ,Showmars - Arrowood Rd,16:38:10,2013405
4955,292,292,Independent,4b38f869f964a520495325e3,1834,Wed Apr 10 23:45:04 +0000 2013,35.137977,-80.933513,Indian Restaurant,ThZdaQiCbu8mL8rbLNyrgA,Saffron Indian Cuisine,23:45:04,2013410
4931,289,289,Independent,4babde87f964a520a4d03ae3,1834,Fri Apr 12 16:46:34 +0000 2013,35.136641999999995,-80.903803,Fast Food Restaurant,Xsfu3y0Wz-u7TRXQDTP0tQ,Jack in the Box,16:46:34,2013412
4986,295,295,Independent,4b4d625bf964a520bbd126e3,1834,Wed Apr 17 14:35:49 +0000 2013,35.219667,-80.83686800000002,Courthouse,#NAME?,Mecklenburg County Courthouse,14:35:49,2013417
5045,297,3306,Combined,4b1b06cdf964a520b1f623e3,1834,Wed Apr 17 22:17:22 +0000 2013,35.151771000000004,-80.830112,Italian Restaurant,AuIiqDeL65kczmiFSkAWrA,Maggiano's Little Italy,22:17:22,2013417
5042,296,296,Independent,4b1a6581f964a520cde923e3,1834,Thu Apr 18 19:21:58 +0000 2013,35.1279,-80.943113,Bank,NWYEgpRzMiAFrGvs_6aQAQ,Bank of America,19:21:58,2013418
4926,289,289,Independent,4babde87f964a520a4d03ae3,1834,Thu Apr 25 19:14:26 +0000 2013,35.136641999999995,-80.903803,Fast Food Restaurant,Xsfu3y0Wz-u7TRXQDTP0tQ,Jack in the Box,19:14:26,2013425
4292,233,233,Independent,4be9ba349fa3ef3b580f80c9,1834,Tue May 07 15:54:41 +0000 2013,35.136054,-80.90714,Fast Food Restaurant,INvlcoiBVyxS5DEQepyGDw,Wendy's,15:54:41,2013507
4129,225,225,Independent,4b575d62f964a520c23328e3,1834,Wed May 08 15:56:45 +0000 2013,35.150392,-80.925353,Fast Food Restaurant,h0KYR6oAMRQh-Heh6GKMbQ,Zaxby's Chicken Fingers & Buffalo Wings,15:56:45,2013508
4925,289,289,Independent,4babde87f964a520a4d03ae3,1834,Wed May 22 15:24:35 +0000 2013,35.136641999999995,-80.903803,Fast Food Restaurant,Xsfu3y0Wz-u7TRXQDTP0tQ,Jack in the Box,15:24:35,2013522
5092,301,301,Independent,4b3a0f33f964a520a36025e3,1834,Thu Jul 04 18:46:48 +0000 2013,35.077528,-80.876626,Furniture / Home Store,Xz3Qj0zZfSxA95ELBwoXjg,At Home,18:46:48,2013704
4543,266,266,Independent,4b100745f964a520b36723e3,1834,Thu Jul 04 20:24:00 +0000 2013,35.293192,-80.764081,Furniture / Home Store,c9SKd0bIR6nNzXOVCbOi_A,IKEA,20:24:00,2013704
4294,233,233,Independent,4be9ba349fa3ef3b580f80c9,1834,Fri Jul 05 17:20:49 +0000 2013,35.136054,-80.90714,Fast Food Restaurant,INvlcoiBVyxS5DEQepyGDw,Wendy's,17:20:49,2013705
4293,233,233,Independent,4be9ba349fa3ef3b580f80c9,1834,Tue Jul 09 17:24:05 +0000 2013,35.136054,-80.90714,Fast Food Restaurant,INvlcoiBVyxS5DEQepyGDw,Wendy's,17:24:05,2013709
4451,249,3403,Combined,4b38fb0ef964a520885325e3,1834,Wed Jul 10 17:17:46 +0000 2013,35.143915,-80.929456,Fast Food Restaurant,jF4TNrr03o1y6PNwC-TwFg,Chick-fil-A,17:17:46,2013710
4966,293,293,Independent,4b6b4e2ff964a5209bff2be3,1834,Wed Aug 14 15:59:44 +0000 2013,35.147608,-80.925368,Fried Chicken Joint,FGWPyPsup1Sx1FqvZssVnA,Bojangles' Famous Chicken 'n Biscuits,15:59:44,2013814
4929,289,289,Independent,4babde87f964a520a4d03ae3,1834,Tue Aug 20 15:57:46 +0000 2013,35.136641999999995,-80.903803,Fast Food Restaurant,Xsfu3y0Wz-u7TRXQDTP0tQ,Jack in the Box,15:57:46,2013820
4965,293,293,Independent,4b6b4e2ff964a5209bff2be3,1834,Wed Aug 21 16:24:12 +0000 2013,35.147608,-80.925368,Fried Chicken Joint,FGWPyPsup1Sx1FqvZssVnA,Bojangles' Famous Chicken 'n Biscuits,16:24:12,2013821
4928,289,289,Independent,4babde87f964a520a4d03ae3,1834,Thu Aug 22 18:11:18 +0000 2013,35.136641999999995,-80.903803,Fast Food Restaurant,Xsfu3y0Wz-u7TRXQDTP0tQ,Jack in the Box,18:11:18,2013822
5095,302,302,Independent,4b59d935f964a520b19b28e3,1834,Tue Aug 27 15:45:09 +0000 2013,35.138997,-80.90823499999998,American Restaurant,QIcXq4Z3_2lvg9rmmoGF-A,Ruby Tuesday,15:45:09,2013827
20,1,1,Independent,4c9f60f246978cfa453eaa7f,1887,Sat Dec 08 11:49:54 +0000 2012,35.225884,-80.85289499999998,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,Bank of America Stadium,11:49:54,20121208
5108,303,3502,Combined,4b524f65f964a520717627e3,2013,Sun Feb 03 15:41:06 +0000 2013,35.219464,-80.944975,Pizza Place,20vCzyibdvXOxW42h9v_MQ,California Pizza Kitchen,15:41:06,2013203
21,1,1,Independent,4c9f60f246978cfa453eaa7f,2018,Sun Nov 18 13:19:48 +0000 2012,35.225884,-80.85289499999998,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,Bank of America Stadium,13:19:48,20121118
5117,305,3502,Combined,4b5989b9f964a5209b8b28e3,2027,Tue May 08 21:52:20 +0000 2012,35.220293,-80.942588,Airport Lounge,pWD-7GmdEJWBWxEk8QMOGw,Admirals Club,21:52:20,2012508
2099,122,3502,Combined,4c5d9e066147be9a60859209,2027,Tue May 08 21:54:20 +0000 2012,35.224425,-80.94063,Coffee Shop,Gsbt1IoWkjrh9nExM7BIFw,Starbucks,21:54:20,2012508
5176,306,306,Independent,4b354740f964a520d72b25e3,2027,Mon May 14 01:58:08 +0000 2012,35.333335,-80.717286,Multiplex,7THF9if6Jgm7vcMgFCxX6w,Regal Cinemas Starlight 14 - Charlotte,01:58:08,2012514
5196,308,308,Independent,4b05863af964a5203e5922e3,2114,Wed May 15 22:20:52 +0000 2013,35.188378,-80.915122,Hotel,Os2gtbn-gTJXz0lKge6VDg,Renaissance Charlotte Suites Hotel,22:20:52,2013515
5198,308,308,Independent,4b05863af964a5203e5922e3,2114,Thu May 16 11:24:07 +0000 2013,35.188378,-80.915122,Hotel,Os2gtbn-gTJXz0lKge6VDg,Renaissance Charlotte Suites Hotel,11:24:07,2013516
5197,308,308,Independent,4b05863af964a5203e5922e3,2114,Fri May 17 10:09:20 +0000 2013,35.188378,-80.915122,Hotel,Os2gtbn-gTJXz0lKge6VDg,Renaissance Charlotte Suites Hotel,10:09:20,2013517
1016,40,40,Independent,4ff0e444e4b000351af707e8,2114,Mon May 20 16:12:05 +0000 2013,35.213771,-80.94331700000002,Plane,Lyq7ULam8T-ZddYLHq4DqA,Charlotte International Airport Parking,16:12:05,2013520
5243,316,316,Independent,4bc38e4ddce4eee11fa8719d,2114,Tue May 21 22:40:19 +0000 2013,35.157004,-80.889587,Hotel,4Wu1TASrC89-JVoxB3xJtQ,Extended Stay America - Charlotte - Tyvola Rd. - Executive Park,22:40:19,2013521
5290,322,3112,Combined,4ce87c38d99f721e5cf5b073,2114,Tue May 21 23:42:29 +0000 2013,35.152667,-80.828228,Sushi Restaurant,RAh9WCQAuocM7hYM5_6tnw,The Cowfish Sushi Burger Bar,23:42:29,2013521
5242,316,316,Independent,4bc38e4ddce4eee11fa8719d,2114,Wed May 22 01:16:08 +0000 2013,35.157004,-80.889587,Hotel,4Wu1TASrC89-JVoxB3xJtQ,Extended Stay America - Charlotte - Tyvola Rd. - Executive Park,01:16:08,2013522
5240,316,316,Independent,4bc38e4ddce4eee11fa8719d,2114,Fri May 24 12:44:34 +0000 2013,35.157004,-80.889587,Hotel,4Wu1TASrC89-JVoxB3xJtQ,Extended Stay America - Charlotte - Tyvola Rd. - Executive Park,12:44:34,2013524
5237,315,315,Independent,4b4221caf964a52054cd25e3,2114,Sat Jun 01 22:34:39 +0000 2013,35.16452,-80.87835,Grocery Store,3Ya7kCGgS5X62ibV1ZcjCA,Aldi,22:34:39,2013601
5239,316,316,Independent,4bc38e4ddce4eee11fa8719d,2114,Tue Jun 04 13:22:29 +0000 2013,35.157004,-80.889587,Hotel,4Wu1TASrC89-JVoxB3xJtQ,Extended Stay America - Charlotte - Tyvola Rd. - Executive Park,13:22:29,2013604
5241,316,316,Independent,4bc38e4ddce4eee11fa8719d,2114,Wed Jun 19 07:18:36 +0000 2013,35.157004,-80.889587,Hotel,4Wu1TASrC89-JVoxB3xJtQ,Extended Stay America - Charlotte - Tyvola Rd. - Executive Park,07:18:36,2013619
5244,316,316,Independent,4bc38e4ddce4eee11fa8719d,2114,Mon Jul 01 13:42:19 +0000 2013,35.157004,-80.889587,Hotel,4Wu1TASrC89-JVoxB3xJtQ,Extended Stay America - Charlotte - Tyvola Rd. - Executive Park,13:42:19,2013701
5211,309,3307,Combined,4be71b242457a593eb8dad15,2114,Thu Jul 04 22:17:52 +0000 2013,35.16407,-80.88395,Bank,c3QcF8YyF3IaVQ8c4wCNXg,Wells Fargo Bank,22:17:52,2013704
5245,316,316,Independent,4bc38e4ddce4eee11fa8719d,2114,Fri Jul 05 13:04:14 +0000 2013,35.157004,-80.889587,Hotel,4Wu1TASrC89-JVoxB3xJtQ,Extended Stay America - Charlotte - Tyvola Rd. - Executive Park,13:04:14,2013705
2364,135,135,Independent,4b0c92a1f964a520803f23e3,2114,Mon Jul 08 22:14:08 +0000 2013,35.197676,-80.85284200000002,Sushi Restaurant,osSwv6CJy5hDKQdOKeyTow,Ru San's,22:14:08,2013708
3941,212,212,Independent,4b058592f964a5200e5922e3,2114,Wed Jul 10 13:40:48 +0000 2013,35.237347,-80.921903,Hotel,BC8nckxDDvKuPdD9NWisEQ,Sheraton Charlotte Airport Hotel,13:40:48,2013710
5246,316,316,Independent,4bc38e4ddce4eee11fa8719d,2114,Fri Jul 12 10:36:19 +0000 2013,35.157004,-80.889587,Hotel,4Wu1TASrC89-JVoxB3xJtQ,Extended Stay America - Charlotte - Tyvola Rd. - Executive Park,10:36:19,2013712
5260,320,3307,Combined,4b05863bf964a520645922e3,2114,Fri Jul 12 21:55:16 +0000 2013,35.160424,-80.88639,Strip Club,0jMWCioUATOJgMpsPTyC7g,The Men's Club of Charlotte,21:55:16,2013712
5232,314,3223,Combined,4b61ca91f964a52017232ae3,2114,Sun Jul 14 19:43:06 +0000 2013,35.155776,-80.875597,Grocery Store,tlGgRylE0oUNLXJLyo5AaQ,Food Lion,19:43:06,2013714
5215,310,310,Independent,4bc40f8ddce4eee1bce8719d,2114,Sun Jul 14 20:18:37 +0000 2013,35.164286,-80.891738,Motel,RVpBgswTljtlL5Jt6oRvnQ,Extended Stay America - Charlotte - Tyvola Rd.,20:18:37,2013714
5256,319,319,Independent,4b1418ecf964a5203e9d23e3,2114,Thu Jul 18 13:28:09 +0000 2013,35.150294,-80.875569,Post Office,1pkPaUtCoVP8Wzf9EXE7og,US Post Office,13:28:09,2013718
5255,318,318,Independent,4bc40f9fdce4eee1c5e8719d,2114,Thu Jul 18 20:40:25 +0000 2013,35.159013,-80.88694699999998,Hotel,qPpwbfaaKCs6J4nKsAXLfw,Quality Inn,20:40:25,2013718
5212,309,3307,Combined,4be71b242457a593eb8dad15,2114,Sat Jul 20 17:57:39 +0000 2013,35.16407,-80.88395,Bank,c3QcF8YyF3IaVQ8c4wCNXg,Wells Fargo Bank,17:57:39,2013720
751,25,25,Independent,4b1fffb9f964a520eb2b24e3,2114,Sat Jul 20 20:11:08 +0000 2013,35.224675,-80.841039,Bus Station,LYaiAZUnP0l7N3JvYV836w,Charlotte Transportation Center,20:11:08,2013720
4145,227,3403,Combined,4b12b956f964a520df8c23e3,2114,Tue Jul 23 00:42:55 +0000 2013,35.145529,-80.933619,Department Store,AUpzU3E1lcjSWRIKNChBhA,Walmart Supercenter,00:42:55,2013723
5247,317,317,Independent,4b088d1af964a5202f0e23e3,2114,Tue Jul 23 01:12:02 +0000 2013,35.171626,-80.847177,Sushi Restaurant,a1v8QIdbA_HTg_YyNlBY_w,Sushi 101,01:12:02,2013723
5286,321,321,Independent,4b2ae041f964a5205cb124e3,2114,Tue Jul 23 13:21:17 +0000 2013,35.160828,-80.888858,Hotel,7h5JUE9bimZduqjzFQF2uQ,Hilton Charlotte Executive Park,13:21:17,2013723
747,24,24,Independent,4b6dc623f964a5208e8e2ce3,2114,Tue Jul 23 13:35:54 +0000 2013,35.176983,-80.878156,Drugstore / Pharmacy,wMg55W7gShgZbeAyhem0xw,CVS Pharmacy,13:35:54,2013723
5214,310,310,Independent,4bc40f8ddce4eee1bce8719d,2114,Wed Jul 24 13:30:38 +0000 2013,35.164286,-80.891738,Motel,RVpBgswTljtlL5Jt6oRvnQ,Extended Stay America - Charlotte - Tyvola Rd.,13:30:38,2013724
5216,311,311,Independent,4cd1dd972fd9b60c3b5d89eb,2114,Thu Jul 25 13:34:10 +0000 2013,35.19006599999999,-80.92849,Gas Station / Garage,Bg9i2vyAi60CbMdgJLfRcQ,Yorkmont Bp,13:34:10,2013725
5221,312,312,Independent,4bdae7db3904a59311cd479e,2114,Thu Jul 25 19:57:31 +0000 2013,35.161784000000004,-80.87543000000002,Miscellaneous Shop,#NAME?,Dollar Tree,19:57:31,2013725
3200,165,3224,Combined,4b1ffb9cf964a520af2b24e3,2114,Mon Jul 29 00:33:27 +0000 2013,35.17615900000001,-80.875812,Drugstore / Pharmacy,dQe45QtHR1HFvTmCGtHPDQ,Walgreens,00:33:27,2013729
5194,307,307,Independent,4c3b45b916cb2d7f089202a9,2114,Tue Jul 30 18:28:32 +0000 2013,35.190819,-80.92960500000002,Mexican Restaurant,jV5m3azDlev20jU8iS7oAg,Mar Y Tierra,18:28:32,2013730
1420,57,3401,Combined,4b107128f964a520827023e3,2114,Fri Aug 02 22:41:28 +0000 2013,35.089039,-80.87854399999998,Electronics Store,0E0QKR3dAmL0hnotqrimHw,Best Buy - Pineville,22:41:28,2013802
5210,309,3307,Combined,4be71b242457a593eb8dad15,2114,Thu Aug 08 13:38:43 +0000 2013,35.16407,-80.88395,Bank,c3QcF8YyF3IaVQ8c4wCNXg,Wells Fargo Bank,13:38:43,2013808
1888,98,98,Independent,4b586d9bf964a520415728e3,2114,Fri Aug 09 17:51:10 +0000 2013,35.13431,-80.893661,Government Building,A5UrOTZQyfhBFPqBqk3gyg,DMV,17:51:10,2013809
5231,314,3223,Combined,4b61ca91f964a52017232ae3,2114,Fri Aug 09 18:27:18 +0000 2013,35.155776,-80.875597,Grocery Store,tlGgRylE0oUNLXJLyo5AaQ,Food Lion,18:27:18,2013809
4510,259,3404,Combined,4b10345cf964a520446b23e3,2114,Sat Aug 10 18:27:55 +0000 2013,35.108166,-80.878644,Department Store,oWaUfGdmUDrjc6QrImQNLw,Target,18:27:55,2013810
4001,216,3309,Combined,4b397378f964a520bc5c25e3,2114,Sun Aug 11 00:56:23 +0000 2013,35.175282,-80.850341,Grocery Store,OE_IDW5w_W97sBcZvq2Img,Harris Teeter,00:56:23,2013811
5222,313,3305,Combined,4b1ab201f964a52097ef23e3,2114,Mon Sep 02 22:34:22 +0000 2013,35.125899,-80.706237,Steakhouse,SQEA7XcYZ6ygpuSnCSy1IQ,Texas Roadhouse,22:34:22,2013902
4465,250,250,Independent,4b0c9a6ff964a520004023e3,2114,Sat Sep 14 18:49:40 +0000 2013,35.162784,-80.87524300000003,Pet Store,OaDvAh9jS3cgN4t7wP_WXg,PetSmart,18:49:40,2013914
5357,323,3502,Combined,4d80a6556bd8b60ccb984c7c,2197,Sun Aug 18 14:39:08 +0000 2013,35.220319,-80.947684,Fast Food Restaurant,Bm_t6Ka9niKJ-6_QTjkg1g,Wendy's,14:39:08,2013818
2067,121,3502,Combined,4e20d788814d32181a6d9fe5,2277,Tue Jan 29 22:14:31 +0000 2013,35.219276,-80.942545,Burger Joint,zaLFPpm-t89qSDOaFVgwDQ,Bad Daddy's Burger Bar,22:14:31,2013129
926,36,3502,Combined,4b54461cf964a52031b627e3,2360,Sat Apr 28 14:09:05 +0000 2012,35.218058,-80.94519,Coffee Shop,3oMcNguqRNMxsb_j0Vdqsw,Starbucks,14:09:05,2012428
1017,40,40,Independent,4ff0e444e4b000351af707e8,2360,Sat Apr 28 14:47:03 +0000 2012,35.213771,-80.94331700000002,Plane,Lyq7ULam8T-ZddYLHq4DqA,Charlotte International Airport Parking,14:47:03,2012428
1018,40,40,Independent,4ff0e444e4b000351af707e8,2360,Sat Apr 28 15:10:17 +0000 2012,35.213771,-80.94331700000002,Plane,Lyq7ULam8T-ZddYLHq4DqA,Charlotte International Airport Parking,15:10:17,2012428
2052,119,3502,Combined,4b6ad2e5f964a5200ee22be3,2360,Sat Apr 28 15:12:14 +0000 2012,35.218093,-80.942245,Seafood Restaurant,djPTbIprBXGqaV-D8eq77A,Phillips Seafood,15:12:14,2012428
5367,325,3500,Combined,4c759e9f613f76b04c31a72a,2386,Thu Jan 17 19:23:44 +0000 2013,35.135767,-80.71325300000002,Mexican Restaurant,b-0q4xbL6EWYUqnwqcYM4Q,Monterrey Mexican Restaurant,19:23:44,2013117
696,18,3502,Combined,4b145398f964a52040a123e3,2406,Tue Nov 06 14:11:44 +0000 2012,35.218242,-80.945463,Fried Chicken Joint,Un0QXKDscxlI_yi3u14ALA,Bojangles' Famous Chicken 'n Biscuits,14:11:44,20121106
22,1,1,Independent,4c9f60f246978cfa453eaa7f,2477,Sun Nov 11 13:50:11 +0000 2012,35.225884,-80.85289499999998,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,Bank of America Stadium,13:50:11,20121111
23,1,1,Independent,4c9f60f246978cfa453eaa7f,2477,Sun Nov 18 12:12:06 +0000 2012,35.225884,-80.85289499999998,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,Bank of America Stadium,12:12:06,20121118
24,1,1,Independent,4c9f60f246978cfa453eaa7f,2477,Mon Aug 13 14:01:55 +0000 2012,35.225884,-80.85289499999998,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,Bank of America Stadium,14:01:55,2012813
25,1,1,Independent,4c9f60f246978cfa453eaa7f,2477,Tue Aug 14 14:01:52 +0000 2012,35.225884,-80.85289499999998,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,Bank of America Stadium,14:01:52,2012814
890,34,34,Independent,4b099ce1f964a5205b1a23e3,2496,Sun May 13 07:31:52 +0000 2012,35.116442,-80.95790699999998,Bar,nzgmxdQWDQnsub2SwZH3aQ,Tilted Kilt Pub & Eatery,07:31:52,2012513
889,34,34,Independent,4b099ce1f964a5205b1a23e3,2496,Sun May 13 07:32:14 +0000 2012,35.116442,-80.95790699999998,Bar,nzgmxdQWDQnsub2SwZH3aQ,Tilted Kilt Pub & Eatery,07:32:14,2012513
5368,326,3502,Combined,4b86fa3ef964a5203fa931e3,2597,Tue Nov 13 02:40:56 +0000 2012,35.22315,-80.940313,Sports Bar,mkow7OZ2PZSUjhQ3x3SVbg,Home Team Sports,02:40:56,20121113
5384,328,328,Independent,4b058642f964a520ac5a22e3,2614,Sat Apr 14 21:01:38 +0000 2012,35.272343,-81.005276,Water Park,56HZLqQOcS1FSXqYG-3vLg,US National Whitewater Center,21:01:38,2012414
5380,327,327,Independent,4f6dba5be4b068929fbbb54f,2614,Sat Apr 14 21:02:10 +0000 2012,35.272908,-81.00526500000002,Athletic & Sport,56HZLqQOcS1FSXqYG-3vLg,US National Whitewater Center,21:02:10,2012414
5379,327,327,Independent,4f6dba5be4b068929fbbb54f,2614,Sat Apr 14 21:02:30 +0000 2012,35.272908,-81.00526500000002,Athletic & Sport,56HZLqQOcS1FSXqYG-3vLg,US National Whitewater Center,21:02:30,2012414
5448,330,330,Independent,4bf722be5317a5934f90fd7e,2614,Sat Apr 14 23:31:15 +0000 2012,35.138639000000005,-80.93609599999998,American Restaurant,4I_e_jA1C2b9D98zc98zOA,Applebee's Neighborhood Grill & Bar,23:31:15,2012414
5468,333,3216,Combined,4b4375a4f964a520dbe025e3,2614,Sun Apr 22 23:41:24 +0000 2012,35.128207,-80.702595,Taco Place,ZFeo8EiFcxMbeJkWZg2aQw,QDOBA Mexican Eats,23:41:24,2012422
5463,332,3216,Combined,4ddff9dad22d728b20d56438,2614,Mon Apr 23 00:24:32 +0000 2012,35.128112,-80.702986,Dessert Shop,wOVjrzugYVTpzmkNh4as0g,Sweet Frog Premium Frozen Yogurt,00:24:32,2012423
5457,331,3216,Combined,4b38f8c0f964a520515325e3,2614,Sat May 12 00:19:45 +0000 2012,35.129054,-80.703089,Sandwich Place,B6k7GdsOFhqMKVa7KGZidg,McAlister's Deli,00:19:45,2012512
5440,329,329,Independent,4b96e54bf964a52025ec34e3,2614,Sat Jul 07 18:47:11 +0000 2012,35.119841,-80.697928,Fried Chicken Joint,QnKWr3RTM849rqRq1xLQJA,Bojangles' Famous Chicken 'n Biscuits,18:47:11,2012707
4544,266,266,Independent,4b100745f964a520b36723e3,2614,Sat Jul 07 19:26:58 +0000 2012,35.293192,-80.764081,Furniture / Home Store,c9SKd0bIR6nNzXOVCbOi_A,IKEA,19:26:58,2012707
5479,335,335,Independent,4cfc48d87f2db1f7b12532d4,2614,Sat Jul 07 19:27:37 +0000 2012,35.294199,-80.761786,Furniture / Home Store,d6McSv0tAhcjbzzF2iNzow,Furniture Row,19:27:37,2012707
5482,336,3214,Combined,4fc18bf3e4b055703915a560,2614,Sun Aug 12 11:37:59 +0000 2012,35.062785,-80.770902,Convenience Store,LWB2kvXWYjxUQXnE1dmEsw,7-Eleven,11:37:59,2012812
5471,334,3500,Combined,4b523af0f964a5205c7127e3,2614,Sun Aug 19 17:07:53 +0000 2012,35.135485,-80.713077,Steakhouse,dJpotg17yMUqhA_rbX7LIg,Outback Steakhouse,17:07:53,2012819
1575,68,3210,Combined,4b0bde44f964a520453423e3,2614,Sat Sep 07 17:31:09 +0000 2013,35.082128999999995,-80.876713,Mall,bm5xwrV3cd7a0T0dYZ3c6A,Carolina Place Mall,17:31:09,2013907
26,1,1,Independent,4c9f60f246978cfa453eaa7f,2648,Fri May 31 20:52:42 +0000 2013,35.225884,-80.85289499999998,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,Bank of America Stadium,20:52:42,2013531
5484,337,3228,Combined,4eed06e6d3e3246bdad91966,2648,Thu Jun 06 11:04:46 +0000 2013,35.212774,-80.835879,Sports Bar,WyC9ELMNH9p2KYOc9PmJLQ,Xtend Barre Charlotte,11:04:46,2013606
5534,338,3219,Combined,4bb8fc3a53649c74309447fb,2648,Thu Jun 06 11:14:52 +0000 2013,35.070715,-80.844226,Sports Bar,tvXOFflGUCGSSzcxrpVBsA,Growler USA - Charlotte,11:14:52,2013606
5579,339,3210,Combined,4b2670d7f964a520827b24e3,2664,Wed Nov 21 01:35:05 +0000 2012,35.08316,-80.87605,Department Store,mCngB920N5rY25KPsAWPcA,JCPenney,01:35:05,20121121
5093,301,301,Independent,4b3a0f33f964a520a36025e3,2664,Sun Dec 02 16:32:55 +0000 2012,35.077528,-80.876626,Furniture / Home Store,Xz3Qj0zZfSxA95ELBwoXjg,At Home,16:32:55,20121202
1737,72,72,Independent,4b38c310f964a5201f5025e3,2664,Sun Jan 27 22:58:19 +0000 2013,35.074293,-80.877539,Miscellaneous Shop,BEqQqnx_C_08Mm6McHF6SQ,BJ's Wholesale Club,22:58:19,2013127
1738,72,72,Independent,4b38c310f964a5201f5025e3,2664,Sun Jan 27 23:01:27 +0000 2013,35.074293,-80.877539,Miscellaneous Shop,BEqQqnx_C_08Mm6McHF6SQ,BJ's Wholesale Club,23:01:27,2013127
4750,272,272,Independent,4b058640f964a5203b5a22e3,2664,Mon Jan 28 22:20:12 +0000 2013,35.085221000000004,-80.88042,Italian Restaurant,3prYLfbO9h30ozqdUCZ_6A,Buca di Beppo Italian Restaurant,22:20:12,2013128
5583,340,3209,Combined,4b350ffef964a520132a25e3,2664,Tue Jan 29 17:33:57 +0000 2013,35.084357000000004,-80.884677,Chinese Restaurant,5Yb7uq3eYp2w57uFOYFHtQ,China Buffet,17:33:57,2013129
4852,283,283,Independent,4f775415e4b0e8caa5b36fb4,2678,Sun Nov 11 16:40:07 +0000 2012,35.103213000000004,-80.942888,Theme Park Ride / Attraction,aZG9Hp8fdgzq37iuB1QTYg,Carowinds,16:40:07,20121111
