,Unnamed: 0,Location_id,POI_id,POI_Type,Org_id,User_id,TimeStamp,Zone,Latitude,Longitude,Category,yelp_id,name,stars,Time,Date,Local_sg_time,L2_id
2795,2795,441,441,Independent,4baee765f964a520c4e03be3,26117,Fri Dec 21 21:19:17 +0000 2012,-420,51.043705,-114.080016,Sporting Goods Shop,FMeFDc1CLbD6V5-6C_5BFw,Atmosphere - Calgary Downtown,3,21:19:17,20121221,21/12/2012 21:19,30
2796,2796,575,575,Independent,4b07339bf964a52084f922e3,26117,Fri Dec 21 21:34:16 +0000 2012,-420,51.038972,-114.081623,Drugstore / Pharmacy,SNIZNWdq6plErnwu8g9Agw,London Drugs,4.5,21:34:16,20121221,21/12/2012 21:34,2
2797,2797,393,393,Independent,4b43e231f964a52024ed25e3,26117,Fri Dec 21 22:43:03 +0000 2012,-420,51.036972,-114.027721,Wine Shop,E9O1OWS8hrIPVBcaFXu4Yg,Zyn,5,22:43:03,20121221,21/12/2012 22:43,95
2758,2758,1245,1245,Independent,4b0586eef964a520787622e3,26117,Sat Dec 22 21:41:38 +0000 2012,-420,51.046443,-114.072439,Department Store,Q5CcN0fti3EM9IW6le_ACA,Holt Renfrew,3,21:41:38,20121222,22/12/2012 21:41,3
2819,2819,238,2301,Combined,4b6c7c4af964a520ee3d2ce3,26117,Sun Dec 23 01:30:09 +0000 2012,-420,50.980506,-114.041948,Furniture / Home Store,UScXRDCz535-5MOkpoJyqw,IKEA,3,01:30:09,20121223,23/12/2012 01:30,4
2831,2831,527,527,Independent,4c67392b9cb82d7f193293d2,26117,Thu Dec 27 21:03:33 +0000 2012,-420,51.037689,-114.081615,Caf,A7xpCA_PF7oY5W60NaqvHQ,Chiasso Coffee Company,4,21:03:33,20121227,27/12/2012 21:03,50
2835,2835,997,2209,Combined,4b06f8a1f964a5208ff422e3,26117,Thu Dec 27 22:17:13 +0000 2012,-420,51.082822,-114.154247,Electronics Store,Z9zCD9sVsvyeZnwNYbihqg,Apple Store,4,22:17:13,20121227,27/12/2012 22:17,10
2836,2836,997,2209,Combined,4b06f8a1f964a5208ff422e3,26117,Fri Dec 28 00:55:13 +0000 2012,-420,51.082822,-114.154247,Electronics Store,Z9zCD9sVsvyeZnwNYbihqg,Apple Store,4,00:55:13,20121228,28/12/2012 00:55,10
2901,2901,1130,1130,Independent,4b0586e9f964a520c67422e3,26117,Tue Jan 01 06:54:15 +0000 2013,-420,51.045832,-114.059112,Plaza,5U1GkjH9wMlXoGk3y5nhAg,Olympic Plaza,4.5,06:54:15,2013101,01/01/2013 06:54,120
2902,2902,1226,2104,Combined,4b04ea4df964a520df5622e3,26117,Tue Jan 01 07:16:15 +0000 2013,-420,51.045662,-114.063549,Pub,BZbWTclsf2g3awrH35P2xA,Bear & Kilt Freehouse,4,07:16:15,2013101,01/01/2013 07:16,16
2916,2916,403,403,Independent,4fefc4c9e4b030985543d0c2,26117,Thu Jan 03 21:49:11 +0000 2013,-420,51.042161,-114.036855,Neighborhood,yHz7GHARkl59UnqC8nsQKA,Hose & Hound Neighborhood Pub,3.5,21:49:11,2013103,03/01/2013 21:49,162
2918,2918,398,398,Independent,4b08bdedf964a520b21123e3,26117,Thu Jan 03 23:54:53 +0000 2013,-420,51.040787,-114.032991,Vietnamese Restaurant,4l4eave0r5UiHlhdlUJKCw,Minh Chau Vietnamese Restaurant,3,23:54:53,2013103,03/01/2013 23:54,26
2920,2920,835,835,Independent,4bb7af653db7b713ac62209a,26117,Fri Jan 04 01:10:28 +0000 2013,-420,51.069351,-113.98405,Grocery Store,J9p2oPNouZu7Qqoc6ZheKA,Real Canadian Superstore,3,01:10:28,2013104,04/01/2013 01:10,0
2923,2923,768,768,Independent,4b0586e9f964a520cf7422e3,26117,Fri Jan 04 23:43:32 +0000 2013,-420,51.054884,-114.069929,Park,1ncSALzUfiq7SnscuSGncQ,Prince's Island Park,4.5,23:43:32,2013104,04/01/2013 23:43,85
2978,2978,358,2216,Combined,4d941d0ca93241bdc23449d6,26117,Thu Jan 10 03:07:52 +0000 2013,-420,50.999996,-114.073046,Clothing Store,3CoHXsCzSejNwMqNZLaoEA,Tory Burch,4,03:07:52,2013110,10/01/2013 03:07,40
2972,2972,1245,1245,Independent,4b0586eef964a520787622e3,26117,Thu Jan 10 23:43:13 +0000 2013,-420,51.046443,-114.072439,Department Store,Q5CcN0fti3EM9IW6le_ACA,Holt Renfrew,3,23:43:13,2013110,10/01/2013 23:43,3
2986,2986,805,805,Independent,4dc153b5d22da015334c7441,26117,Fri Jan 11 02:20:50 +0000 2013,-420,51.05371,-114.024996,Science Museum,SzufM2lzA6adxGN_dPdPdA,Telus Spark,3,02:20:50,2013111,11/01/2013 02:20,114
2999,2999,563,563,Independent,50479178e4b0eef419c61185,26117,Fri Jan 11 23:34:02 +0000 2013,-420,51.040936,-114.081269,Vietnamese Restaurant,iUNp-HdyIWcY3sl3IgU_Uw,Balo Vietnamese,3.5,23:34:02,2013111,11/01/2013 23:34,26
3002,3002,1020,1020,Independent,4f05b70af9ab6dd03427c852,26117,Sat Jan 12 01:06:22 +0000 2013,-420,51.0687,-114.158828,Sporting Goods Shop,zHOnzRi3kLUsLqSaJ5hD2w,Sports Rent,4,01:06:22,2013112,12/01/2013 01:06,30
3010,3010,551,551,Independent,4b3b654af964a520487325e3,26117,Sat Jan 12 16:41:55 +0000 2013,-420,51.038074,-114.093964,Fast Food Restaurant,xOI8VOlX_ZQRrS-CXbXZag,McDonald's,2,16:41:55,2013112,12/01/2013 16:41,13
3029,3029,948,948,Independent,4b9a9fdaf964a52063c735e3,26117,Sun Jan 13 04:38:31 +0000 2013,-420,51.063299,-114.090099,Bar,HvEf99qoDRPnyxFdGzbb6A,The Gateway,3.5,04:38:31,2013113,13/01/2013 04:38,22
3051,3051,421,421,Independent,4daa1f7f43a1128196f0e0fa,26117,Wed Jan 16 16:33:54 +0000 2013,-420,51.043365,-114.067432,Furniture / Home Store,LyFuza2sUOjV1Csd5753vg,Roche Bobois,2.5,16:33:54,2013116,16/01/2013 16:33,4
3131,3131,555,555,Independent,4b2ed92ff964a5206ee724e3,26117,Sat Jan 26 16:23:15 +0000 2013,-420,51.03971,-114.094459,Coffee Shop,CTp7vBaWqwpYRWBHFblnuw,Starbucks,3,16:23:15,2013126,26/01/2013 16:23,1
3154,3154,495,495,Independent,4e8540df6c25709c5fa94cce,26117,Mon Jan 28 01:03:21 +0000 2013,-420,51.037969,-114.069156,Southern / Soul Food Restaurant,Qtu-zIwz4TDUu1U7oxCgHg,Model Milk,4,01:03:21,2013128,28/01/2013 01:03,80
3132,3132,555,555,Independent,4b2ed92ff964a5206ee724e3,26117,Mon Jan 28 16:26:53 +0000 2013,-420,51.03971,-114.094459,Coffee Shop,CTp7vBaWqwpYRWBHFblnuw,Starbucks,3,16:26:53,2013128,28/01/2013 16:26,1
3158,3158,421,421,Independent,4daa1f7f43a1128196f0e0fa,26117,Mon Jan 28 22:13:56 +0000 2013,-420,51.043365,-114.067432,Furniture / Home Store,LyFuza2sUOjV1Csd5753vg,Roche Bobois,2.5,22:13:56,2013128,28/01/2013 22:13,4
3177,3177,358,2216,Combined,4d941d0ca93241bdc23449d6,26117,Tue Jan 29 20:59:56 +0000 2013,-420,50.999996,-114.073046,Clothing Store,3CoHXsCzSejNwMqNZLaoEA,Tory Burch,4,20:59:56,2013129,29/01/2013 20:59,40
3185,3185,555,555,Independent,4b2ed92ff964a5206ee724e3,26117,Wed Jan 30 16:28:04 +0000 2013,-420,51.03971,-114.094459,Coffee Shop,CTp7vBaWqwpYRWBHFblnuw,Starbucks,3,16:28:04,2013130,30/01/2013 16:28,1
3189,3189,442,442,Independent,4bb90f4598c7ef3bd1be3102,26117,Thu Jan 31 02:38:56 +0000 2013,-420,51.043202,-114.087481,Grocery Store,mzvxXwPKkl7TCK1tEZr5dQ,Co-op,3.5,02:38:56,2013131,31/01/2013 02:38,0
3159,3159,421,421,Independent,4daa1f7f43a1128196f0e0fa,26117,Thu Jan 31 16:50:48 +0000 2013,-420,51.043365,-114.067432,Furniture / Home Store,LyFuza2sUOjV1Csd5753vg,Roche Bobois,2.5,16:50:48,2013131,31/01/2013 16:50,4
3160,3160,421,421,Independent,4daa1f7f43a1128196f0e0fa,26117,Fri Feb 01 17:10:42 +0000 2013,-420,51.043365,-114.067432,Furniture / Home Store,LyFuza2sUOjV1Csd5753vg,Roche Bobois,2.5,17:10:42,2013201,01/02/2013 17:10,4
3186,3186,555,555,Independent,4b2ed92ff964a5206ee724e3,26117,Sat Feb 02 16:39:10 +0000 2013,-420,51.03971,-114.094459,Coffee Shop,CTp7vBaWqwpYRWBHFblnuw,Starbucks,3,16:39:10,2013202,02/02/2013 16:39,1
3311,3311,1245,1245,Independent,4b0586eef964a520787622e3,26117,Fri Feb 08 02:11:29 +0000 2013,-420,51.046443,-114.072439,Department Store,Q5CcN0fti3EM9IW6le_ACA,Holt Renfrew,3,02:11:29,2013208,08/02/2013 02:11,3
3280,3280,238,2301,Combined,4b6c7c4af964a520ee3d2ce3,26117,Tue Feb 12 01:44:20 +0000 2013,-420,50.980506,-114.041948,Furniture / Home Store,UScXRDCz535-5MOkpoJyqw,IKEA,3,01:44:20,2013212,12/02/2013 01:44,4
3333,3333,350,350,Independent,4b468466f964a520352326e3,26117,Tue Feb 12 03:18:16 +0000 2013,-420,50.997051,-114.068884,Pet Store,TzGidXF_Cfwwtw8pL9wQyg,PetSmart,3,03:18:16,2013212,12/02/2013 03:18,57
3391,3391,442,442,Independent,4bb90f4598c7ef3bd1be3102,26117,Sat Feb 16 02:12:42 +0000 2013,-420,51.043202,-114.087481,Grocery Store,mzvxXwPKkl7TCK1tEZr5dQ,Co-op,3.5,02:12:42,2013216,16/02/2013 02:12,0
3405,3405,555,555,Independent,4b2ed92ff964a5206ee724e3,26117,Sat Feb 16 16:26:20 +0000 2013,-420,51.03971,-114.094459,Coffee Shop,CTp7vBaWqwpYRWBHFblnuw,Starbucks,3,16:26:20,2013216,16/02/2013 16:26,1
3462,3462,556,556,Independent,4deaa89952b11677f0424d8c,26117,Tue Feb 19 18:22:34 +0000 2013,-420,51.039886,-114.093424,Laundry Service,nXxe8rS0Qo1w2AtFDJsU1g,Wild Rose Cleaners,5,18:22:34,2013219,19/02/2013 18:22,146
3485,3485,421,421,Independent,4daa1f7f43a1128196f0e0fa,26117,Mon Feb 25 21:32:34 +0000 2013,-420,51.043365,-114.067432,Furniture / Home Store,LyFuza2sUOjV1Csd5753vg,Roche Bobois,2.5,21:32:34,2013225,25/02/2013 21:32,4
3534,3534,522,522,Independent,4ba96258f964a5208c233ae3,26117,Tue Mar 05 19:40:22 +0000 2013,-420,51.037715,-114.079571,Drugstore / Pharmacy,i5k6adxc1CsMxdp4bCt6Dw,Shoppers Drug Mart,4,19:40:22,2013305,05/03/2013 19:40,2
3753,3753,1074,1074,Independent,4b0586eef964a5206c7622e3,26117,Thu Mar 14 00:30:11 +0000 2013,-360,51.044406,-114.091737,Grocery Store,UfnDhx_yJnU-bfvBcqCC7A,Arirang Oriental Food Store,4,00:30:11,2013314,14/03/2013 00:30,0
3788,3788,421,421,Independent,4daa1f7f43a1128196f0e0fa,26117,Sat Mar 16 21:05:04 +0000 2013,-360,51.043365,-114.067432,Furniture / Home Store,LyFuza2sUOjV1Csd5753vg,Roche Bobois,2.5,21:05:04,2013316,16/03/2013 21:05,4
3792,3792,324,2216,Combined,4b181710f964a520c8cc23e3,26117,Sun Mar 17 01:34:51 +0000 2013,-360,50.997989,-114.072914,Cosmetics Shop,1brrlcDdxxipWe47rI1cfw,M?Â¤A?Â¤C Chinook,4.5,01:34:51,2013317,17/03/2013 01:34,64
3839,3839,555,555,Independent,4b2ed92ff964a5206ee724e3,26117,Thu Mar 21 15:32:57 +0000 2013,-360,51.03971,-114.094459,Coffee Shop,CTp7vBaWqwpYRWBHFblnuw,Starbucks,3,15:32:57,2013321,21/03/2013 15:32,1
3859,3859,421,421,Independent,4daa1f7f43a1128196f0e0fa,26117,Fri Mar 22 22:27:36 +0000 2013,-360,51.043365,-114.067432,Furniture / Home Store,LyFuza2sUOjV1Csd5753vg,Roche Bobois,2.5,22:27:36,2013322,22/03/2013 22:27,4
3856,3856,1245,1245,Independent,4b0586eef964a520787622e3,26117,Tue Mar 26 23:05:57 +0000 2013,-360,51.046443,-114.072439,Department Store,Q5CcN0fti3EM9IW6le_ACA,Holt Renfrew,3,23:05:57,2013326,26/03/2013 23:05,3
3907,3907,555,555,Independent,4b2ed92ff964a5206ee724e3,26117,Thu Mar 28 15:28:14 +0000 2013,-360,51.03971,-114.094459,Coffee Shop,CTp7vBaWqwpYRWBHFblnuw,Starbucks,3,15:28:14,2013328,28/03/2013 15:28,1
3942,3942,478,478,Independent,4f76760be4b0ca8cfc121575,26117,Sat Mar 30 19:18:45 +0000 2013,-360,51.040072,-114.06582,Wine Shop,21Ww9eHsv5soY7jR6u2QiA,Vine Arts,4.5,19:18:45,2013330,30/03/2013 19:18,95
3944,3944,437,437,Independent,4b118eb8f964a5203f7f23e3,26117,Sat Mar 30 21:14:12 +0000 2013,-360,51.043006,-114.079241,Electronics Store,RoFaaILAVJsJeTCw39DHJQ,The Camera Store,4.5,21:14:12,2013330,30/03/2013 21:14,10
3967,3967,442,442,Independent,4bb90f4598c7ef3bd1be3102,26117,Tue Apr 02 00:33:01 +0000 2013,-360,51.043202,-114.087481,Grocery Store,mzvxXwPKkl7TCK1tEZr5dQ,Co-op,3.5,00:33:01,2013402,02/04/2013 00:33,0
3973,3973,12,12,Independent,4b786454f964a520d5ca2ee3,26117,Tue Apr 02 20:16:42 +0000 2013,-360,51.037302,-114.142945,Vietnamese Restaurant,oy9SMqeshfRrgTuJvc9s8g,Pho Huong Viet Noodle House,4,20:16:42,2013402,02/04/2013 20:16,26
3983,3983,348,348,Independent,4cb5f6083ac937043935d00a,26117,Tue Apr 02 22:23:29 +0000 2013,-360,51.017666,-114.047876,Furniture / Home Store,5SbiGTmpkYL30mRNL3YrQQ,Robinson Lighting & Bath Centre,2,22:23:29,2013402,02/04/2013 22:23,4
4011,4011,555,555,Independent,4b2ed92ff964a5206ee724e3,26117,Fri Apr 05 15:32:27 +0000 2013,-360,51.03971,-114.094459,Coffee Shop,CTp7vBaWqwpYRWBHFblnuw,Starbucks,3,15:32:27,2013405,05/04/2013 15:32,1
4016,4016,1245,1245,Independent,4b0586eef964a520787622e3,26117,Sat Apr 06 00:27:46 +0000 2013,-360,51.046443,-114.072439,Department Store,Q5CcN0fti3EM9IW6le_ACA,Holt Renfrew,3,00:27:46,2013406,06/04/2013 00:27,3
4036,4036,421,421,Independent,4daa1f7f43a1128196f0e0fa,26117,Sat Apr 06 20:11:01 +0000 2013,-360,51.043365,-114.067432,Furniture / Home Store,LyFuza2sUOjV1Csd5753vg,Roche Bobois,2.5,20:11:01,2013406,06/04/2013 20:11,4
4071,4071,819,819,Independent,4b117d6ef964a520ac7d23e3,26117,Tue Apr 09 18:12:48 +0000 2013,-360,51.058592,-114.054042,Diner,KSSOnRQ1YSciCIkR-qOR4A,Diner Deluxe,4,18:12:48,2013409,09/04/2013 18:12,59
4072,4072,438,438,Independent,4c02a9eef56c2d7f92bd1b66,26117,Tue Apr 09 19:23:42 +0000 2013,-360,51.042632,-114.079279,Bike Shop,iA-eiMJm-XS4LnQ3JtwaWA,The Bike Shop,2,19:23:42,2013409,09/04/2013 19:23,67
4093,4093,318,2216,Combined,4b5cf592f964a520a54c29e3,26117,Fri Apr 12 01:56:22 +0000 2013,-360,50.996121,-114.073207,American Restaurant,6wr8nHxkj9dDzp0jzd38Kw,JOEY Chinook,3.5,01:56:22,2013412,12/04/2013 01:56,34
4144,4144,555,555,Independent,4b2ed92ff964a5206ee724e3,26117,Wed Apr 17 15:29:40 +0000 2013,-360,51.03971,-114.094459,Coffee Shop,CTp7vBaWqwpYRWBHFblnuw,Starbucks,3,15:29:40,2013417,17/04/2013 15:29,1
4213,4213,421,421,Independent,4daa1f7f43a1128196f0e0fa,26117,Wed Apr 24 15:37:30 +0000 2013,-360,51.043365,-114.067432,Furniture / Home Store,LyFuza2sUOjV1Csd5753vg,Roche Bobois,2.5,15:37:30,2013424,24/04/2013 15:37,4
4230,4230,425,425,Independent,4dfaa9d31f6eeef806a8964e,26117,Sun Apr 28 01:42:42 +0000 2013,-360,51.04331,-114.07023,Pub,yL_bdAZxiSBFvwlPm5WK6g,The Whiskey,2.5,01:42:42,2013428,28/04/2013 01:42,16
4236,4236,421,421,Independent,4daa1f7f43a1128196f0e0fa,26117,Sun Apr 28 16:26:14 +0000 2013,-360,51.043365,-114.067432,Furniture / Home Store,LyFuza2sUOjV1Csd5753vg,Roche Bobois,2.5,16:26:14,2013428,28/04/2013 16:26,4
4264,4264,442,442,Independent,4bb90f4598c7ef3bd1be3102,26117,Tue Apr 30 01:32:48 +0000 2013,-360,51.043202,-114.087481,Grocery Store,mzvxXwPKkl7TCK1tEZr5dQ,Co-op,3.5,01:32:48,2013430,30/04/2013 01:32,0
4273,4273,960,960,Independent,4b6dc58af964a5205a8e2ce3,26117,Tue Apr 30 16:01:59 +0000 2013,-360,51.052454,-114.095274,Veterinarian,KHjBGlxkrTl5n1o4xM_jkA,Westmount Animal Clinic,4,16:01:59,2013430,30/04/2013 16:01,150
4277,4277,206,206,Independent,4e5150f8ae6051db8de68748,26117,Tue Apr 30 21:18:45 +0000 2013,-360,50.980586,-114.069697,Furniture / Home Store,Nlos2odufmFXNEMBrmIFCw,My Sewing Room,4,21:18:45,2013430,30/04/2013 21:18,4
4274,4274,960,960,Independent,4b6dc58af964a5205a8e2ce3,26117,Fri May 03 17:45:10 +0000 2013,-360,51.052454,-114.095274,Veterinarian,KHjBGlxkrTl5n1o4xM_jkA,Westmount Animal Clinic,4,17:45:10,2013503,03/05/2013 17:45,150
4316,4316,1069,1069,Independent,4b990bc0f964a520cc5d35e3,26117,Sat May 04 16:07:20 +0000 2013,-360,51.044609,-114.101842,Medical Center,Kwa_xM8e3KFWXgFyKlEA2g,VCA Canada Western Veterinary Specialist And Emergency Centre,3,16:07:20,2013504,04/05/2013 16:07,42
4342,4342,1069,1069,Independent,4b990bc0f964a520cc5d35e3,26117,Tue May 07 20:02:29 +0000 2013,-360,51.044609,-114.101842,Medical Center,Kwa_xM8e3KFWXgFyKlEA2g,VCA Canada Western Veterinary Specialist And Emergency Centre,3,20:02:29,2013507,07/05/2013 20:02,42
4343,4343,1011,2209,Combined,50db7884498e09c6c4cf787d,26117,Tue May 07 22:26:22 +0000 2013,-360,51.083863,-114.156222,Department Store,q1Gkpjm4E_V1bonpYi3P5w,Target,3.5,22:26:22,2013507,07/05/2013 22:26,3
4350,4350,995,2209,Combined,5148f300e4b04a9a6fc18bab,26117,Wed May 08 00:11:15 +0000 2013,-360,51.085802,-114.155969,Dessert Shop,Dlc0e3W1KhfIoeXCgK1bUw,Qoola Frozen Yogurt Bar,3.5,00:11:15,2013508,08/05/2013 00:11,97
4453,4453,421,421,Independent,4daa1f7f43a1128196f0e0fa,26117,Thu May 16 15:31:00 +0000 2013,-360,51.043365,-114.067432,Furniture / Home Store,LyFuza2sUOjV1Csd5753vg,Roche Bobois,2.5,15:31:00,2013516,16/05/2013 15:31,4
4460,4460,324,2216,Combined,4b181710f964a520c8cc23e3,26117,Fri May 17 01:28:38 +0000 2013,-360,50.997989,-114.072914,Cosmetics Shop,1brrlcDdxxipWe47rI1cfw,M?Â¤A?Â¤C Chinook,4.5,01:28:38,2013517,17/05/2013 01:28,64
4623,4623,509,509,Independent,4b0586e8f964a520787422e3,26117,Sun May 19 00:51:59 +0000 2013,-360,51.037878,-114.073691,Bar,6qmCO3di-FKWLdRn2LuF6g,Ship & Anchor Pub,4,00:51:59,2013519,19/05/2013 00:51,22
4632,4632,820,820,Independent,4fcba4c3e4b092ee234d4fdc,26117,Sun May 19 18:47:44 +0000 2013,-360,51.058701,-114.05407,Mexican Restaurant,aK777OeSMbzRMrgHgaOjHw,El Charrito Taqueria,4,18:47:44,2013519,19/05/2013 18:47,52
4663,4663,555,555,Independent,4b2ed92ff964a5206ee724e3,26117,Thu May 23 15:23:35 +0000 2013,-360,51.03971,-114.094459,Coffee Shop,CTp7vBaWqwpYRWBHFblnuw,Starbucks,3,15:23:35,2013523,23/05/2013 15:23,1
4679,4679,421,421,Independent,4daa1f7f43a1128196f0e0fa,26117,Mon May 27 15:33:48 +0000 2013,-360,51.043365,-114.067432,Furniture / Home Store,LyFuza2sUOjV1Csd5753vg,Roche Bobois,2.5,15:33:48,2013527,27/05/2013 15:33,4
4729,4729,357,2216,Combined,4cda106d5aeda1cd10eab411,26117,Tue Jun 04 20:21:25 +0000 2013,-360,51.000048,-114.072968,Clothing Store,3CoHXsCzSejNwMqNZLaoEA,Tory Burch,4,20:21:25,2013604,04/06/2013 20:21,40
4765,4765,435,435,Independent,4b0586eef964a5206d7622e3,26117,Sun Jun 16 19:31:10 +0000 2013,-360,51.042978,-114.077775,Wine Bar,4TfJlh0aP9RpvfKShNwcUQ,Metrovino,5,19:31:10,2013616,16/06/2013 19:31,89
4776,4776,350,350,Independent,4b468466f964a520352326e3,26117,Wed Jun 19 00:58:03 +0000 2013,-360,50.997051,-114.068884,Pet Store,TzGidXF_Cfwwtw8pL9wQyg,PetSmart,3,00:58:03,2013619,19/06/2013 00:58,57
4783,4783,759,759,Independent,4b5f7f36f964a520cebd29e3,26117,Sat Jun 22 19:46:03 +0000 2013,-360,51.05508,-114.105661,Breakfast Spot,CE7hNKYS6gIMKv6jK429uQ,Dairy Lane CafÂ¨?,4.5,19:46:03,2013622,22/06/2013 19:46,36
4876,4876,555,555,Independent,4b2ed92ff964a5206ee724e3,26117,Fri Jul 12 15:30:30 +0000 2013,-360,51.03971,-114.094459,Coffee Shop,CTp7vBaWqwpYRWBHFblnuw,Starbucks,3,15:30:30,2013712,12/07/2013 15:30,1
4885,4885,500,500,Independent,4b92a452f964a520cc0c34e3,26117,Tue Jul 16 19:40:57 +0000 2013,-360,51.03881,-114.0717,Diner,EwGXv_d6zAgkVPuXRI2A8A,Red's On 4th,3.5,19:40:57,2013716,16/07/2013 19:40,59
4918,4918,1069,1069,Independent,4b990bc0f964a520cc5d35e3,26117,Tue Jul 23 16:49:58 +0000 2013,-360,51.044609,-114.101842,Medical Center,Kwa_xM8e3KFWXgFyKlEA2g,VCA Canada Western Veterinary Specialist And Emergency Centre,3,16:49:58,2013723,23/07/2013 16:49,42
4972,4972,555,555,Independent,4b2ed92ff964a5206ee724e3,26117,Thu Aug 08 15:32:52 +0000 2013,-360,51.03971,-114.094459,Coffee Shop,CTp7vBaWqwpYRWBHFblnuw,Starbucks,3,15:32:52,2013808,08/08/2013 15:32,1
5054,5054,1252,1252,Independent,50745ac6e4b06ca75c36b403,26117,Sat Aug 31 17:26:53 +0000 2013,-360,51.045652,-114.072303,Italian Restaurant,bLHkYNWd1ekJZVddTkekeg,Cucina,4,17:26:53,2013831,31/08/2013 17:26,32
5057,5057,350,350,Independent,4b468466f964a520352326e3,26117,Sat Aug 31 22:35:52 +0000 2013,-360,50.997051,-114.068884,Pet Store,TzGidXF_Cfwwtw8pL9wQyg,PetSmart,3,22:35:52,2013831,31/08/2013 22:35,57
5058,5058,820,820,Independent,4fcba4c3e4b092ee234d4fdc,26117,Sat Aug 31 22:56:51 +0000 2013,-360,51.058701,-114.05407,Mexican Restaurant,aK777OeSMbzRMrgHgaOjHw,El Charrito Taqueria,4,22:56:51,2013831,31/08/2013 22:56,52
5062,5062,317,2216,Combined,4b9b0c49f964a52099ee35e3,26117,Sun Sep 01 22:05:47 +0000 2013,-360,50.99585,-114.073997,Bookstore,c8hEqDJbVOpDZYWKpzKfNA,Chapters,3.5,22:05:47,2013901,01/09/2013 22:05,46
4617,4617,1146,1146,Independent,4b10d12bf964a520f97523e3,27000,Sat May 18 20:39:13 +0000 2013,-360,51.044494,-114.064789,Hotel,jQ4uOeojr7GRC0-m4HynKA,Fairmont Palliser,3.5,20:39:13,2013518,18/05/2013 20:39,15
116,116,992,2209,Combined,4b6dc3e2f964a520c18d2ce3,27217,Sun Apr 08 21:10:15 +0000 2012,-360,51.086328,-114.156272,Department Store,xQlQb8yzYO4O5F39OuR7gA,Hudson's Bay,2.5,21:10:15,2012408,08/04/2012 21:10,3
118,118,997,2209,Combined,4b06f8a1f964a5208ff422e3,27217,Sun Apr 08 21:43:02 +0000 2012,-360,51.082822,-114.154247,Electronics Store,Z9zCD9sVsvyeZnwNYbihqg,Apple Store,4,21:43:02,2012408,08/04/2012 21:43,10
120,120,993,2209,Combined,4bc1fca3920eb7139e661b2c,27217,Sun Apr 08 22:43:00 +0000 2012,-360,51.086263,-114.154337,American Restaurant,xLM26ItewI_hMGpMXTjn1g,Milestones Restaurants,3,22:43:00,2012408,08/04/2012 22:43,34
5459,5459,6,2213,Combined,4b512308f964a520454427e3,27217,Sun May 13 23:03:55 +0000 2012,-360,51.043904,-114.140187,Theater,IZI9PtYy-zqi6cHYiQOxKw,Jubilations Calgary Dinner Theatre,4,23:03:55,2012513,13/05/2012 23:03,145
894,894,321,2216,Combined,4bfae2281c1da59387137e0e,27217,Mon Jul 02 19:31:09 +0000 2012,-360,50.997526,-114.073387,Sporting Goods Shop,UIBn9sYbDbPBBJYNcu1u2g,Sport Chek Chinook Centre,2.5,19:31:09,2012702,02/07/2012 19:31,30
1172,1172,405,405,Independent,4b15508cf964a520c3b023e3,27217,Fri Jul 13 01:05:39 +0000 2012,-360,51.037535,-114.051733,Stadium,fAczVm0LU-mmIPRz1VIIYA,Scotiabank Saddledome,3.5,01:05:39,2012713,13/07/2012 01:05,55
1175,1175,405,405,Independent,4b15508cf964a520c3b023e3,27217,Sat Jul 14 00:59:44 +0000 2012,-360,51.037535,-114.051733,Stadium,fAczVm0LU-mmIPRz1VIIYA,Scotiabank Saddledome,3.5,00:59:44,2012714,14/07/2012 00:59,55
1227,1227,648,2203,Combined,4b0586edf964a520e97522e3,27217,Sun Jul 15 20:42:15 +0000 2012,-360,51.155931,-114.067955,Movie Theater,0YoNwscylhufDwEAaWG0bQ,Landmark Cinemas,4,20:42:15,2012715,15/07/2012 20:42,38
1428,1428,648,2203,Combined,4b0586edf964a520e97522e3,27217,Fri Aug 10 20:32:49 +0000 2012,-360,51.155931,-114.067955,Movie Theater,0YoNwscylhufDwEAaWG0bQ,Landmark Cinemas,4,20:32:49,2012810,10/08/2012 20:32,38
1866,1866,635,2100,Combined,4b3e5899f964a520a59b25e3,27217,Thu Oct 18 15:13:12 +0000 2012,-360,51.161116,-114.064792,Coffee Shop,L-cJl0gNsOAK9pfxmvBbmA,Starbucks,2.5,15:13:12,20121018,18/10/2012 15:13,1
1870,1870,646,2203,Combined,4ef92e34d3e354f0beab141b,27217,Thu Oct 18 19:05:42 +0000 2012,-360,51.15501,-114.067791,Asian Restaurant,RwZxc7vqYGOj99K1CYildQ,Ginger Beef Bistro House,4,19:05:42,20121018,18/10/2012 19:05,75
1955,1955,648,2203,Combined,4b0586edf964a520e97522e3,27217,Sun Oct 28 00:42:38 +0000 2012,-360,51.155931,-114.067955,Movie Theater,0YoNwscylhufDwEAaWG0bQ,Landmark Cinemas,4,00:42:38,20121028,28/10/2012 00:42,38
2815,2815,593,593,Independent,4b0586f0f964a520f57622e3,27217,Sat Dec 22 21:56:32 +0000 2012,-420,51.075822,-113.954243,Gym / Fitness Center,dgH81gEE0JN7kvfjkg4sXw,Village Square Leisure Centre,3,21:56:32,20121222,22/12/2012 21:56,56
